Mod:Item:MetaData, Localized Name
statues:hammer, Hammer
statues:palette, Palette
thaumicenergistics:infusion_provider, Essentia Infusion Provider
thaumicenergistics:essentia_cell_1k, 1k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_4k, 4k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_16k, 16k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_64k, 64k ME Essentia Storage Cell
thaumicenergistics:essentia_cell_creative, Creative ME Essentia Storage Cell
thaumicenergistics:essentia_import, ME Essentia Import Bus
thaumicenergistics:essentia_export, ME Essentia Export Bus
thaumicenergistics:essentia_storage, ME Essentia Storage Bus
thaumicenergistics:essentia_terminal, ME Essentia Terminal
thaumicenergistics:arcane_terminal, Arcane Crafting Terminal
thaumicenergistics:diffusion_core, Diffusion Core
thaumicenergistics:coalescence_core, Coalescence Core
thaumicenergistics:essentia_component_1k, 1k ME Essentia Storage Component
thaumicenergistics:essentia_component_4k, 4k ME Essentia Storage Component
thaumicenergistics:essentia_component_16k, 16k ME Essentia Storage Component
thaumicenergistics:essentia_component_64k, 64k ME Essentia Storage Component
thaumicenergistics:upgrade_arcane, Arcane Charging Upgrade
thaumicenergistics:dummy_aspect, item.thaumicenergistics.dummy_aspect.name
thaumicperiphery:caster_elementium, Elementium Caster's Gauntlet
thaumicperiphery:pauldron, Pauldron
thaumicperiphery:pauldron_repulsion, Pauldron of Repulsion
thaumicperiphery:malignant_heart, Malignant Heart
thaumicperiphery:magic_quiver, Conjurer's Quiver
thaumicperiphery:vis_phylactery, Vis Phylactery
thaumicrestoration:block_reinforced, Thaumium Plated Stone
thaumicrestoration:block_greatwood, Greatwood Block
thaumicrestoration:block_greatwood_framed, Thaumium Framed Greatwood
thaumicrestoration:block_infuser, Crystal Infuser
thaumicrestoration:block_adv_recharge_pedestal, Advanced Vis Recharge Pedestal
thaumicrestoration:block_obsidian, Terra Infused Obsidian
thaumicrestoration:block_paving_aer, Paving Stone of Permeability
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:item_wand:0, Novice Wand
thaumicrestoration:item_wand:0, Novice Wand
thaumicrestoration:item_wand:1, Adept Wand
thaumicrestoration:item_wand:1, Adept Wand
thaumicrestoration:item_wand:2, Grandmasters Wand
thaumicrestoration:item_wand:2, Grandmasters Wand
thaumicrestoration:item_ingot:0, Air Infused Thaumium
thaumicrestoration:item_ingot:1, Fire Infused Thaumium
thaumicrestoration:item_ingot:2, Water Infused Thaumium
thaumicrestoration:item_ingot:3, Earth Infused Thaumium
thaumicrestoration:item_ingot:4, Order Infused Thaumium
thaumicrestoration:item_ingot:5, Entropy Infused Thaumium
thaumicrestoration:item_plate:0, Air Infused Thaumium Plate
thaumicrestoration:item_plate:1, Fire Infused Thaumium Plate
thaumicrestoration:item_plate:2, Water Infused Thaumium Plate
thaumicrestoration:item_plate:3, Earth Infused Thaumium Plate
thaumicrestoration:item_plate:4, Order Infused Thaumium Plate
thaumicrestoration:item_plate:5, Entropy Infused Thaumium Plate
thaumicrestoration:item_wandcap, Brass Wand Cap
thaumicrestoration:item_wandrod, Wooden Wand Core
thaumicrestoration:item_bucket:0, Infinite Water Bucket
thaumicrestoration:item_toast, Thaumic Toast
thaumicrestoration:item_witherring, Wither Protection Ring
thaumicrestoration:item_lighter, item.item_lighter.name
cactusmod:prickly_iron_block, Prickly Iron Block
cactusmod:cactus_brick_block, Cactus Brick
cactusmod:cactus_brick_stair, Cactus Brick stairs
cactusmod:cactus_brick_double_slab, Cactus Double Brick Slab
cactusmod:carved_cactus, Carved Cactus
cactusmod:jacko_cactus, John O' Lantern
cactusmod:cactus_slimeblock, Cactus Slime Block
cactusmod:cactus_dispenser, Cactus Dispenser
cactusmod:cactus_crafting_table, Cactus Workbench
cactusmod:cactus_chest, Cactus Chest
cactusmod:cactus_tnt, Cactus TNT
cactusmod:cactus_carpet, Cactus Carpet
cactusmod:cactus_hopper, Cactus Hopper
cactusmod:cactus_door_item, Cactus Door
cactusmod:cactus_cake, Cactus Cake
cactusmod:cactus_flower, Cactus Flower
cactusmod:cactus_plant, Cactus Plant
cactusmod:cactus_stick, Cactus Stick
cactusmod:cactus_brick, Cactus Brick
cactusmod:cactus_bone, Cactus Bone
cactusmod:cactus_bonemeal, Cactus Bonemeal
cactusmod:cactus_slimeball, Cactus Slimeball
cactusmod:cactus_sword, Cactus Sword
cactusmod:cactus_shovel, Cactus Shovel
cactusmod:cactus_pickaxe, Cactus Pickaxe
cactusmod:cactus_axe, Cactus Axe
cactusmod:cactus_hoe, Cactus Hoe
cactusmod:cactus_bow, Cactus Bow
cactusmod:cactus_shield, Cactus Shield
cactusmod:cactus_helmet, Cactus Helmet
cactusmod:cactus_chestplate, Cactus Chestplate
cactusmod:cactus_leggings, Cactus Leggings
cactusmod:cactus_boots, Cactus Boots
cactusmod:cactus_cart, Cactus Cart
cactusmod:cactus_boat, Cactus Boat
cactusmod:cactus_juice, Cactus Juice
cactusmod:cactus_fruit, Cactus Fruit
underwaterrails:basic_underwater_rail, Underwater Rail (Basic)
underwaterrails:advanced_underwater_rail, Underwater Rail (Advanced)
vbe:blockmushroomstem, Mushroom Stem
vbe:blockmushroominside, Mushroom Insides
vbe:stairsbone, Bone Stairs
vbe:stairsclay, Clay Stairs
vbe:stairscoal, Coal Stairs
vbe:stairsstonemoss, Mossy Cobblestone Stairs
vbe:stairsdiamond, Diamond Stairs
vbe:stairsemerald, Emerald Stairs
vbe:stairsendstone, End Stone Stairs
vbe:stairsgold, Gold Stairs
vbe:stairsclayhardened, Hardened Clay Stairs
vbe:stairsclayhardenedblack, Black Hardened Clay Stairs
vbe:stairsclayhardenedblue, Blue Hardened Clay Stairs
vbe:stairsclayhardenedbrown, Brown Hardened Clay Stairs
vbe:stairsclayhardenedcyan, Cyan Hardened Clay Stairs
vbe:stairsclayhardenedgray, Gray Hardened Clay Stairs
vbe:stairsclayhardenedgreen, Green Hardened Clay Stairs
vbe:stairsclayhardenedlightblue, Light Blue Hardened Clay Stairs
vbe:stairsclayhardenedlime, Lime Hardened Clay Stairs
vbe:stairsclayhardenedmagenta, Magenta Hardened Clay Stairs
vbe:stairsclayhardenedorange, Orange Hardened Clay Stairs
vbe:stairsclayhardenedpink, Pink Hardened Clay Stairs
vbe:stairsclayhardenedpurple, Purple Hardened Clay Stairs
vbe:stairsclayhardenedred, Red Hardened Clay Stairs
vbe:stairsclayhardenedsilver, Light Gray Hardened Clay Stairs
vbe:stairsclayhardenedwhite, White Hardened Clay Stairs
vbe:stairsclayhardenedyellow, Yellow Hardened Clay Stairs
vbe:stairshay, Hay Stairs
vbe:stairsiron, Iron Stairs
vbe:stairslapis, Lapis Stairs
vbe:stairslogacacia, Acacia Log Stairs
vbe:stairslogbigoak, Dark Oak Log Stairs
vbe:stairslogbirch, Birch Log Stairs
vbe:stairslogjungle, Jungle Log Stairs
vbe:stairslogoak, Oak Log Stairs
vbe:stairslogspruce, Spruce Log Stairs
vbe:stairsleavesacacia, Acacia Leaf Stairs
vbe:stairsleavesbigoak, Dark Oak Leaf Stairs
vbe:stairsleavesbirch, Birch Leaf Stairs
vbe:stairsleavesjungle, Jungle Leaf Stairs
vbe:stairsleavesoak, Oak Leaf Stairs
vbe:stairsleavesspruce, Spruce Leaf Stairs
vbe:stairsmushroombrown, Brown Mushroom Stairs
vbe:stairsmushroomred, Red Mushroom Stairs
vbe:stairsmushroominside, Inner Mushroom Stairs
vbe:stairsmushroomstem, Mushroom Stem Stairs
vbe:stairsnetherrack, Netherrack Stairs
vbe:stairsnetherwart, Nether Wart Stairs
vbe:stairsobsidian, Obsidian Stairs
vbe:stairspackedice, Packed Ice Stairs
vbe:stairsice, Ice Stairs
vbe:stairspurpurpillar, Purpur Pillar Stairs
vbe:stairsquartzchiseled, Chiseled Quartz Stairs
vbe:stairsquartzlines, Quartz Pillar Stairs
vbe:stairsredsandstonecarved, Chiseled Red Sandstone Stairs
vbe:stairsredsandstonesmooth, Smooth Red Sandstone Stairs
vbe:stairssandstonecarved, Chiseled Sandstone Stairs
vbe:stairssandstonesmooth, Smooth Sandstone Stairs
vbe:stairsstonebrickcarved, Chiseled Stone Brick Stairs
vbe:stairsstonebrickcracked, Cracked Stone Brick Stairs
vbe:stairsstonebrickmossy, Mossy Stone Brick Stairs
vbe:stairsandesitesmooth, Polished Andesite Stairs
vbe:stairsdioritesmooth, Polished Diorite Stairs
vbe:stairsgranitesmooth, Polished Granite Stairs
vbe:stairspolishedstone, Polished Stone Stairs
vbe:stairsglass, Glass Stairs
vbe:stairsglassblack, Black Stained Glass Stairs
vbe:stairsglassblue, Blue Stained Glass Stairs
vbe:stairsglassbrown, Brown Stained Glass Stairs
vbe:stairsglasscyan, Cyan Stained Glass Stairs
vbe:stairsglassgray, Gray Stained Glass Stairs
vbe:stairsglassgreen, Green Stained Glass Stairs
vbe:stairsglasslightblue, Light Blue Stained Glass Stairs
vbe:stairsglasslime, Lime Stained Glass Stairs
vbe:stairsglassmagenta, Magenta Stained Glass Stairs
vbe:stairsglassorange, Orange Stained Glass Stairs
vbe:stairsglasspink, Pink Stained Glass Stairs
vbe:stairsglasspurple, Purple Stained Glass Stairs
vbe:stairsglassred, Red Stained Glass Stairs
vbe:stairsglasssilver, Light Gray Stained Glass Stairs
vbe:stairsglasswhite, White Stained Glass Stairs
vbe:stairsglassyellow, Yellow Stained Glass Stairs
vbe:stairscoarsedirt, Coarse Dirt Stairs
vbe:stairspodzol, Podzol Stairs
vbe:stairsmycelium, Mycelium Stairs
vbe:stairsconcreteblack, Black Concrete Stairs
vbe:stairsconcreteblue, Blue Concrete Stairs
vbe:stairsconcretebrown, Brown Concrete Stairs
vbe:stairsconcretecyan, Cyan Concrete Stairs
vbe:stairsconcretegray, Gray Concrete Stairs
vbe:stairsconcretegreen, Green Concrete Stairs
vbe:stairsconcretelightblue, Light Blue Concrete Stairs
vbe:stairsconcretelime, Lime Concrete Stairs
vbe:stairsconcretemagenta, Magenta Concrete Stairs
vbe:stairsconcreteorange, Orange Concrete Stairs
vbe:stairsconcretepink, Pink Concrete Stairs
vbe:stairsconcretepurple, Purple Concrete Stairs
vbe:stairsconcretered, Red Concrete Stairs
vbe:stairsconcretesilver, Light Gray Concrete Stairs
vbe:stairsconcretewhite, White Concrete Stairs
vbe:stairsconcreteyellow, Yellow Concrete Stairs
vbe:stairsconcretepowderblack, Black Concrete Powder Stairs
vbe:stairsconcretepowderblue, Blue Concrete Powder Stairs
vbe:stairsconcretepowderbrown, Brown Concrete Powder Stairs
vbe:stairsconcretepowdercyan, Cyan Concrete Powder Stairs
vbe:stairsconcretepowdergray, Gray Concrete Powder Stairs
vbe:stairsconcretepowdergreen, Green Concrete Powder Stairs
vbe:stairsconcretepowderlightblue, Light Blue Concrete Powder Stairs
vbe:stairsconcretepowderlime, Lime Concrete Powder Stairs
vbe:stairsconcretepowdermagenta, Magenta Concrete Powder Stairs
vbe:stairsconcretepowderorange, Orange Concrete Powder Stairs
vbe:stairsconcretepowderpink, Pink Concrete Powder Stairs
vbe:stairsconcretepowderpurple, Purple Concrete Powder Stairs
vbe:stairsconcretepowderred, Red Concrete Powder Stairs
vbe:stairsconcretepowdersilver, Light Gray Concrete Powder Stairs
vbe:stairsconcretepowderwhite, White Concrete Powder Stairs
vbe:stairsconcretepowderyellow, Yellow Concrete Powder Stairs
vbe:stairsdirt, Dirt Stairs
vbe:stairsgrass, Grass Stairs
vbe:stairspath, Path Stairs
vbe:slabbone, Bone Slab
vbe:slabclay, Clay Slab
vbe:slabcoal, Coal Slab
vbe:slabstonemoss, Mossy Cobblestone Slab
vbe:slabdiamond, Diamond Slab
vbe:slabemerald, Emerald Slab
vbe:slabendstone, End Stone Slab
vbe:slabgold, Gold Slab
vbe:slabclayhardened, Hardened Clay Slab
vbe:slabclayhardenedblack, Black Hardened Clay Slab
vbe:slabclayhardenedblue, Blue Hardened Clay Slab
vbe:slabclayhardenedbrown, Brown Hardened Clay Slab
vbe:slabclayhardenedcyan,  Cyan Hardened Clay Slab
vbe:slabclayhardenedgray, Gray Hardened Clay Slab
vbe:slabclayhardenedgreen, Green Hardened Clay Slab
vbe:slabclayhardenedlightblue, Light Blue Hardened Clay Slab
vbe:slabclayhardenedlime, Lime Hardened Clay Slab
vbe:slabclayhardenedmagenta, Magenta Hardened Clay Slab
vbe:slabclayhardenedorange, Orange Hardened Clay Slab
vbe:slabclayhardenedpink, Pink Hardened Clay Slab
vbe:slabclayhardenedpurple, Purple Hardened Clay Slab
vbe:slabclayhardenedred, Red Hardened Clay Slab
vbe:slabclayhardenedsilver, Light Gray Hardened Clay Slab
vbe:slabclayhardenedwhite, White Hardened Clay Slab
vbe:slabclayhardenedyellow, Yellow Hardened Clay Slab
vbe:slabiron, Iron Slab
vbe:slabhay, Hay Slab
vbe:slablapis, Lapis Slab
vbe:slablogacacia, Acacia Log Slab
vbe:slablogbigoak, Dark Oak Log Slab
vbe:slablogbirch, Birch Log Slab
vbe:slablogjungle, Jungle Log Slab
vbe:slablogoak, Oak Log Slab
vbe:slablogspruce, Spruce Log Slab
vbe:slableavesacacia, Acacia Leaf Slab
vbe:slableavesbigoak, Dark Oak Leaf Slab
vbe:slableavesbirch, Birch Leaf Slab
vbe:slableavesjungle, Jungle Leaf Slab
vbe:slableavesoak, Oak Leaf Slab
vbe:slableavesspruce, Spruce Leaf Slab
vbe:slabmushroombrown, Brown Mushroom Slab
vbe:slabmushroomred, Red Mushroom Slab
vbe:slabmushroominside, Inner Mushroom Slab
vbe:slabmushroomstem, Mushroom Stem Slab
vbe:slabnetherrack, Netherrack Slab
vbe:slabnetherwart, Nether Wart Slab
vbe:slabobsidian, Obsidian Slab
vbe:slabpackedice, Packed Ice Slab
vbe:slabice, Ice Slab
vbe:slabpurpurpillar, Purpur Pillar Slab
vbe:slabquartzchiseled, Chiseled Quartz Slab
vbe:slabquartzlines, Quartz Pillar Slab
vbe:slabredsandstonecarved, Chiseled Red Sandstone Slab
vbe:slabsandstonecarved, Chiseled Sandstone Slab
vbe:slabstone, Stone Slab
vbe:slabstonebrickcarved, Chiseled Stone Brick Slab
vbe:slabstonebrickcracked, Cracked Stone Brick Slab
vbe:slabstonebrickmossy, Mossy Stone Brick Slab
vbe:slabandesitesmooth, Polished Andesite Slab
vbe:slabdioritesmooth, Polished Diorite Slab
vbe:slabgranitesmooth, Polished Granite Slab
vbe:slabglass, Glass Slab
vbe:slabglassblack, Black Stained Glass Slab
vbe:slabglassblue, Blue Stained Glass Slab
vbe:slabglassbrown, Brown Stained Glass Slab
vbe:slabglasscyan, Cyan Stained Glass Slab
vbe:slabglassgray, Gray Stained Glass Slab
vbe:slabglassgreen, Green Stained Glass Slab
vbe:slabglasslightblue, Light Blue Stained Glass Slab
vbe:slabglasslime, Lime Stained Glass Slab
vbe:slabglassmagenta, Magenta Stained Glass Slab
vbe:slabglassorange, Orange Stained Glass Slab
vbe:slabglasspink, Pink Stained Glass Slab
vbe:slabglasspurple, Purple Stained Glass Slab
vbe:slabglassred, Red Stained Glass Slab
vbe:slabglasssilver, Light Gray Stained Glass Slab
vbe:slabglasswhite, White Stained Glass Slab
vbe:slabglassyellow, Yellow Stained Glass Slab
vbe:slabcoarsedirt, Coarse Dirt Slab
vbe:slabpodzol, Podzol Slab
vbe:slabmycelium, Mycelium Slab
vbe:slabconcreteblack, Black Concrete Slab
vbe:slabconcreteblue, Blue Concrete Slab
vbe:slabconcretebrown, Brown Concrete Slab
vbe:slabconcretecyan, Cyan Concrete Slab
vbe:slabconcretegray, Gray Concrete Slab
vbe:slabconcretegreen, Green Concrete Slab
vbe:slabconcretelightblue, Light Blue Concrete Slab
vbe:slabconcretelime, Lime Concrete Slab
vbe:slabconcretemagenta, Magenta Concrete Slab
vbe:slabconcreteorange, Orange Concrete Slab
vbe:slabconcretepink, Pink Concrete Slab
vbe:slabconcretepurple, Purple Concrete Slab
vbe:slabconcretered, Red Concrete Slab
vbe:slabconcretesilver, Light Gray Concrete Slab
vbe:slabconcretewhite, White Concrete Slab
vbe:slabconcreteyellow, Yellow Concrete Slab
vbe:slabconcretepowderblack, Black Concrete Powder Slab
vbe:slabconcretepowderblue, Blue Concrete Powder Slab
vbe:slabconcretepowderbrown, Brown Concrete Powder Slab
vbe:slabconcretepowdercyan, Cyan Concrete Powder Slab
vbe:slabconcretepowdergray, Gray Concrete Powder Slab
vbe:slabconcretepowdergreen, Green Concrete Powder Slab
vbe:slabconcretepowderlightblue, Light Blue Concrete Powder Slab
vbe:slabconcretepowderlime, Lime Concrete Powder Slab
vbe:slabconcretepowdermagenta, Magenta Concrete Powder Slab
vbe:slabconcretepowderorange, Orange Concrete Powder Slab
vbe:slabconcretepowderpink, Pink Concrete Powder Slab
vbe:slabconcretepowderpurple, Purple Concrete Powder Slab
vbe:slabconcretepowderred, Red Concrete Powder Slab
vbe:slabconcretepowdersilver, Light Gray Concrete Powder Slab
vbe:slabconcretepowderwhite, White Concrete Powder Slab
vbe:slabconcretepowderyellow, Yellow Concrete Powder Slab
vbe:slabdirt, Dirt Slab
vbe:slabgrass, Grass Slab
vbe:slabpath, Path Slab
vbe:gatebone, Bone Gate
vbe:gatebrick, Brick Gate
vbe:gateclay, Clay Gate
vbe:gatecoal, Coal Gate
vbe:gatestonemoss, Mossy Cobblestone Gate
vbe:gatediamond, Diamond Gate
vbe:gateemerald, Emerald Gate
vbe:gateendbricks, End Brick Gate
vbe:gateendstone, End Stone Gate
vbe:gategold, Gold Gate
vbe:gateclayhardened, Hardened Clay Gate
vbe:gateclayhardenedblack, Black Hardened Clay Gate
vbe:gateclayhardenedblue, Blue Hardened Clay Gate
vbe:gateclayhardenedbrown, Brown Hardened Clay Gate
vbe:gateclayhardenedcyan, Cyan Hardened Clay Gate
vbe:gateclayhardenedgray, Gray Hardened Clay Gate
vbe:gateclayhardenedgreen, Green Hardened Clay Gate
vbe:gateclayhardenedlightblue, Light Blue Hardened Clay Gate
vbe:gateclayhardenedlime, Lime Hardened Clay Gate
vbe:gateclayhardenedmagenta, Magenta Hardened Clay Gate
vbe:gateclayhardenedorange, Orange Hardened Clay Gate
vbe:gateclayhardenedpink, Pink Hardened Clay Gate
vbe:gateclayhardenedpurple, Purple Hardened Clay Gate
vbe:gateclayhardenedred, Red Hardened Clay Gate
vbe:gateclayhardenedsilver, Light Gray Hardened Clay Gate
vbe:gateclayhardenedwhite, White Hardened Clay Gate
vbe:gateclayhardenedyellow, Yellow Hardened Clay Gate
vbe:gateiron, Iron Gate
vbe:gatehay, Hay Gate
vbe:gatelapis, Lapis Gate
vbe:gatelogacacia, Acacia Log Gate
vbe:gatelogbigoak, Dark Oak Log Gate
vbe:gatelogbirch, Birch Log Gate
vbe:gatelogjungle, Jungle Log Gate
vbe:gatelogoak, Oak Log Gate
vbe:gatelogspruce, Spruce Log Gate
vbe:gatemushroombrown, Brown Mushroom Gate
vbe:gatemushroomred, Red Mushroom Gate
vbe:gatemushroominside, Inner Mushroom Gate
vbe:gatemushroomstem, Mushroom Stem Gate
vbe:gatenetherrack, Netherrack Gate
vbe:gatenetherwart, Nether Wart Gate
vbe:gateobsidian, Obsidian Gate
vbe:gatepackedice, Packed Ice Gate
vbe:gateice, Ice Gate
vbe:gateprismarinebricks, Prismarine Brick Gate
vbe:gateprismarinedark, Dark Prismarine Gate
vbe:gateprismarinerough, Prismarine Gate
vbe:gatepurpur, Purpur Gate
vbe:gatepurpurpillar, Purpur Pillar Gate
vbe:gatequartz, Quartz Gate
vbe:gatequartzchiseled, Chiseled Quartz Gate
vbe:gatequartzlines, Quartz Pillar Gate
vbe:gaterednetherbrick, Red Nether Brick Gate
vbe:gateredsandstone, Red Sandstone Gate
vbe:gateredsandstonecarved, Chiseled Red Sandstone Gate
vbe:gateredsandstonesmooth, Smooth Red Sandstone Gate
vbe:gatestone, Stone Gate
vbe:gatesandstone, Sandstone Gate
vbe:gatesandstonecarved, Chiseled Sandstone Gate
vbe:gatesandstonesmooth, Smooth Sandstone Gate
vbe:gatecobblestone, Cobblestone Gate
vbe:gatestonebrick, Stone Brick Gate
vbe:gatestonebrickcarved, Chiseled Stone Brick Gate
vbe:gatestonebrickcracked, Cracked Stone Brick Gate
vbe:gatestonebrickmossy, Mossy Stone Brick Gate
vbe:gateandesite, Andesite Gate
vbe:gateandesitesmooth, Polished Andesite Gate
vbe:gatediorite, Diorite Gate
vbe:gatedioritesmooth, Polished Diorite Gate
vbe:gategranite, Granite Gate
vbe:gategranitesmooth, Polished Granite Gate
vbe:gatepolishedstone, Polished Stone Gate
vbe:gateconcreteblack, Black Concrete Gate
vbe:gateconcreteblue, Blue Concrete Gate
vbe:gateconcretebrown, Brown Concrete Gate
vbe:gateconcretecyan, Cyan Concrete Gate
vbe:gateconcretegray, Gray Concrete Gate
vbe:gateconcretegreen, Green Concrete Gate
vbe:gateconcretelightblue, Light Blue Concrete Gate
vbe:gateconcretelime, Lime Concrete Gate
vbe:gateconcretemagenta, Magenta Concrete Gate
vbe:gateconcreteorange, Orange Concrete Gate
vbe:gateconcretepink, Pink Concrete Gate
vbe:gateconcretepurple, Purple Concrete Gate
vbe:gateconcretered, Red Concrete Gate
vbe:gateconcretesilver, Light Gray Concrete Gate
vbe:gateconcretewhite, White Concrete Gate
vbe:gateconcreteyellow, Yellow Concrete Gate
vbe:gateconcretepowderblack, Black Concrete Powder Gate
vbe:gateconcretepowderblue, Blue Concrete Powder Gate
vbe:gateconcretepowderbrown, Brown Concrete Powder Gate
vbe:gateconcretepowdercyan, Cyan Concrete Powder Gate
vbe:gateconcretepowdergray, Gray Concrete Powder Gate
vbe:gateconcretepowdergreen, Green Concrete Powder Gate
vbe:gateconcretepowderlightblue, Light Blue Concrete Powder Gate
vbe:gateconcretepowderlime, Lime Concrete Powder Gate
vbe:gateconcretepowdermagenta, Magenta Concrete Powder Gate
vbe:gateconcretepowderorange, Orange Concrete Powder Gate
vbe:gateconcretepowderpink, Pink Concrete Powder Gate
vbe:gateconcretepowderpurple, Purple Concrete Powder Gate
vbe:gateconcretepowderred, Red Concrete Powder Gate
vbe:gateconcretepowdersilver, Light Gray Concrete Powder Gate
vbe:gateconcretepowderwhite, White Concrete Powder Gate
vbe:gateconcretepowderyellow, Yellow Concrete Powder Gate
vbe:fencebone, Bone Fence
vbe:fencebrick, Brick Fence
vbe:fenceclay, Clay Fence
vbe:fenceclayhardened, Hardened Clay Fence
vbe:fenceclayhardenedblack, Black Hardened Clay Fence
vbe:fenceclayhardenedblue, Blue Hardened Clay Fence
vbe:fenceclayhardenedbrown, Brown Hardened Clay Fence
vbe:fenceclayhardenedcyan, Cyan Hardened Clay Fence
vbe:fenceclayhardenedgray, Gray Hardened Clay Fence
vbe:fenceclayhardenedgreen, Green Hardened Clay Fence
vbe:fenceclayhardenedlightblue, Light Blue Hardened Clay Fence
vbe:fenceclayhardenedlime, Lime Hardened Clay Fence
vbe:fenceclayhardenedmagenta, Magenta Hardened Clay Fence
vbe:fenceclayhardenedorange, Orange Hardened Clay Fence
vbe:fenceclayhardenedpink, Pink Hardened Clay Fence
vbe:fenceclayhardenedpurple, Purple Hardened Clay Fence
vbe:fenceclayhardenedred, Red Hardened Clay Fence
vbe:fenceclayhardenedsilver, Light Gray Hardened Clay Fence
vbe:fenceclayhardenedwhite, White Hardened Clay Fence
vbe:fenceclayhardenedyellow, Yellow Hardened Clay Fence
vbe:fencecoal, Coal Fence
vbe:fencediamond, Diamond Fence
vbe:fenceemerald, Emerald Fence
vbe:fenceendbricks, End Brick Fence
vbe:fenceendstone, End Stone Fence
vbe:fencegold, Gold Fence
vbe:fencehay, Hay Fence
vbe:fenceiron, Iron Fence
vbe:fencelapis, Lapis Fence
vbe:fencelogacacia, Acacia Log Fence
vbe:fencelogbigoak, Dark Oak Log Fence
vbe:fencelogbirch, Birch Log Fence
vbe:fencelogjungle, Jungle Log Fence
vbe:fencelogoak, Oak Log Fence
vbe:fencelogspruce, Spruce Log Fence
vbe:fenceleavesacacia, Acacia Leaf Fence
vbe:fenceleavesbigoak, Dark Oak Leaf Fence
vbe:fenceleavesbirch, Birch Leaf Fence
vbe:fenceleavesjungle, Jungle Leaf Fence
vbe:fenceleavesoak, Oak Leaf Fence
vbe:fenceleavesspruce, Spruce Leaf Fence
vbe:fencemushroombrown, Brown Mushroom Fence
vbe:fencemushroomred, Red Mushroom Fence
vbe:fencemushroominside, Inner Mushroom Fence
vbe:fencemushroomstem, Mushroom Stem Fence
vbe:fencenetherrack, Netherrack Fence
vbe:fencenetherwart, Nether Wart Fence
vbe:fenceobsidian, Obsidian Fence
vbe:fencepackedice, Packed Ice Fence
vbe:fenceice, Ice Fence
vbe:fenceprismarinebricks, Prismarine Brick Fence
vbe:fenceprismarinedark, Dark Prismarine Fence
vbe:fenceprismarinerough, Prismarine Fence
vbe:fencepurpur, Purpur Fence
vbe:fencepurpurpillar, Purpur Pillar Fence
vbe:fencequartz, Quartz Fence
vbe:fencequartzchiseled, Chiseled Quartz Fence
vbe:fencequartzlines, Quartz Pillar Fence
vbe:fencerednetherbrick, Red Nether Brick Fence
vbe:fenceredsandstone, Red Sandstone Fence
vbe:fenceredsandstonecarved, Red Chiseled Sandstone Fence
vbe:fenceredsandstonesmooth, Red Smooth Sandstone Fence
