Mod:Item:MetaData, Localized Name
harvestcraft:eggsbenedictitem, Eggs Benedict
harvestcraft:beetburgeritem, Beet Burger
harvestcraft:anchovypepperonipizzaitem, Anchovy Pepperoni Pizza
harvestcraft:spaghettidinneritem, Spaghetti Dinner
harvestcraft:gumboitem, Gumbo
harvestcraft:jambalayaitem, Jambalaya
harvestcraft:supremepizzaitem, Supreme Pizza
harvestcraft:bbqplatteritem, BBQ Platter
harvestcraft:chickenandwafflesitem, Chicken and Waffles
harvestcraft:delightedmealitem, Delighted Meal
harvestcraft:heartybreakfastitem, Hearty Breakfast
harvestcraft:mcpamitem, McPam
harvestcraft:deluxenachoesitem, Deluxe Nachos
harvestcraft:chimichangaitem, Chimichanga
harvestcraft:salisburysteakitem, Salisbury Steak
harvestcraft:ploughmanslunchitem, Ploughman's Lunch
harvestcraft:cornedbeefhashitem, Corned Beef Hash
harvestcraft:deluxechickencurryitem, Deluxe Chicken Curry
harvestcraft:weekendpicnicitem, Weekend Picnic
harvestcraft:southernstylebreakfastitem, Southern Style Breakfast
harvestcraft:meatfeastpizzaitem, Meat Feast Pizza
harvestcraft:thankfuldinneritem, Thankful Dinner
harvestcraft:koreandinneritem, Korean Dinner
harvestcraft:cornedbeefbreakfastitem, Corned Beef Breakfast
harvestcraft:queenbeeitem, Queen Bee
harvestcraft:grubitem, Bee Grub
harvestcraft:cookedgrubitem, Cooked Grub
harvestcraft:honeycombitem, Honeycomb
harvestcraft:honeyitem, Honey
harvestcraft:waxcombitem, Waxcomb
harvestcraft:royaljellyitem, Royal Jelly
harvestcraft:beeswaxitem, Pressed Wax
harvestcraft:fruitbaititem, Fruit Bait
harvestcraft:grainbaititem, Grain Bait
harvestcraft:veggiebaititem, Veggie Bait
harvestcraft:fishtrapbaititem, Fish Trap Bait
harvestcraft:cuttingboarditem, Cutting Board
harvestcraft:potitem, Pot
harvestcraft:skilletitem, Skillet
harvestcraft:saucepanitem, Saucepan
harvestcraft:bakewareitem, Bakeware
harvestcraft:mortarandpestleitem, Mortar and Pestle
harvestcraft:mixingbowlitem, Mixing Bowl
harvestcraft:juiceritem, Juicer
harvestcraft:anchovyrawitem, Raw Anchovy
harvestcraft:bassrawitem, Raw Bass
harvestcraft:carprawitem, Raw Carp
harvestcraft:catfishrawitem, Raw Catfish
harvestcraft:charrrawitem, Raw Charr
harvestcraft:clamrawitem, Raw Clam
harvestcraft:crabrawitem, Raw Crab
harvestcraft:crayfishrawitem, Raw Crayfish
harvestcraft:eelrawitem, Raw Eel
harvestcraft:frograwitem, Raw Frog
harvestcraft:grouperrawitem, Raw Grouper
harvestcraft:herringrawitem, Raw Herring
harvestcraft:jellyfishrawitem, Raw Jellyfish
harvestcraft:mudfishrawitem, Raw Mudfish
harvestcraft:octopusrawitem, Raw Octopus
harvestcraft:perchrawitem, Raw Perch
harvestcraft:scalloprawitem, Raw Scallop
harvestcraft:shrimprawitem, Raw Shrimp
harvestcraft:snailrawitem, Raw Snail
harvestcraft:snapperrawitem, Raw Snapper
harvestcraft:tilapiarawitem, Raw Tilapia
harvestcraft:troutrawitem, Raw Trout
harvestcraft:tunarawitem, Raw Tuna
harvestcraft:turtlerawitem, Raw Turtle
harvestcraft:walleyerawitem, Raw Walleye
harvestcraft:greenheartfishitem, Green Heart Fish
harvestcraft:sardinerawitem, Raw Sardine
harvestcraft:musselrawitem, Raw Mussel
harvestcraft:rawtofishitem, Raw Tofish
harvestcraft:oysterrawitem, Raw Oyster
harvestcraft:hardenedleatheritem, Hardened Leather
harvestcraft:hardenedleatherhelmitem, Hardened Leather Helm
harvestcraft:hardenedleatherchestitem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsitem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsitem, Hardened Leather Boots
harvestcraft:harvestpumpkinitem, Pumpkin
minecraft:cod, Raw Fish
minecraft:cooked_cod, Cooked Fish
minecraft:salmon, Raw Salmon
minecraft:cooked_salmon, Cooked Salmon
minecraft:clownfish, Clownfish
minecraft:pufferfish, Pufferfish
wizardry:crafting_plate, tile.crafting_plate.name
wizardry:magicians_worktable, tile.magicians_worktable.name
wizardry:mana_battery, tile.mana_battery.name
wizardry:creative_mana_battery, tile.creative_mana_battery.name
wizardry:pearl_holder, tile.pearl_holder.name
wizardry:halo_infuser, tile.halo_infuser.name
wizardry:cloud, tile.cloud.name
wizardry:nacre_block, tile.nacre_block.name
wizardry:nacre_block_brick, tile.nacre_block_brick.name
wizardry:mana_magnet, tile.mana_magnet.name
wizardry:jar_block, tile.jar_block.name
wizardry:wisdom_leaves, tile.wisdom_leaves.name
wizardry:wisdom_wood_log, tile.wisdom_wood_log.name
wizardry:wisdom_wood_planks, tile.wisdom_wood_planks.name
wizardry:wisdom_wood_slab:0, Wisdom Wood Slab
wizardry:wisdom_wood_stairs, tile.wisdom_wood_stairs.name
wizardry:wisdom_wood_trapdoor, tile.wisdom_wood_trapdoor.name
wizardry:wisdom_wood_door, item.wisdom_wood_door.name
wizardry:wisdom_wood_fence, tile.wisdom_wood_fence.name
wizardry:wisdom_wood_fence_gate, tile.wisdom_wood_fence_gate.name
wizardry:wisdom_wood_pigmented_planks, tile.wisdom_wood_pigmented_planks.name
wizardry:torikki_grass, tile.torikki_grass.name
wizardry:orb:0, Glass Orb
wizardry:orb:1, Mana Orb 10%
wizardry:orb:1, Mana Orb 20%
wizardry:orb:1, Mana Orb 30%
wizardry:orb:1, Mana Orb 40%
wizardry:orb:1, Mana Orb 50%
wizardry:orb:1, Mana Orb 60%
wizardry:orb:1, Mana Orb 70%
wizardry:orb:1, Mana Orb 80%
wizardry:orb:1, Mana Orb 90%
wizardry:orb:1, Mana Orb 100%
wizardry:nacre_pearl, item.nacre_pearl.name
wizardry:ring:0, item.wizardry:ring.name
wizardry:book, Book
wizardry:magic_wand, item.magic_wand.name
wizardry:syringe:0, Empty Syringe
wizardry:syringe:1, ManaBooster Lite™
wizardry:syringe:2, ManaBuilder Serum Premium Plus™
wizardry:syringe:3, Blood Syringe
wizardry:bomb:0, Vortex Bomb
wizardry:bomb:1, Repulsion Bomb
wizardry:blackened_spirit, item.blackened_spirit.name
wizardry:staff:0, Staff
wizardry:fairy_wings, item.fairy_wings.name
wizardry:fairy_imbued_apple, item.fairy_imbued_apple.name
wizardry:fairy_dust, item.fairy_dust.name
wizardry:devil_dust, item.devil_dust.name
wizardry:sky_dust, item.sky_dust.name
wizardry:unicorn_horn, item.unicorn_horn.name
wizardry:wisdom_stick, item.wisdom_stick.name
wizardry:cape, item.cape.name
wizardry:halo_fake, item.halo_fake.name
wizardry:halo_real, item.halo_real.name
wizardry:halo_creative, item.halo_creative.name
mapgadgets:trade_editor, Villager Trade Editor
mapgadgets:item_editor, Item Editor
mapgadgets:entity_editor, Entity Editor
mapgadgets:potion_maker, Potion Maker
mapgadgets:spawn_egg_maker, Spawn Egg Creator
mapgadgets:spawner_editor, Spawner Editor
mapgadgets:tiny_spawner_maker, Tiny Spawner Creator
mapgadgets:nbt_checker, NBT Checker
mapgadgets:fight_starter, Fight Starter
mapgadgets:stacker, Entity Stacker
morebees:framesweet, Sweet Frame
morebees:framecooled, Super Cooled Frame
morebees:framemutating, Mutating Frame
morebees:combrock, Rocky Comb
morebees:combdirt, Dirty Comb
morebees:combwither, Withering Comb
morebees:combslime, Slimy Comb
morebees:combmetallic, Metallic Comb
morebees:combcrystal, Crystal Comb
morebees:diamondfragment, Diamond Fragment
morebees:emeraldfragment, Emerald Fragment
morebees:nether_starfragment, Nether Star Fragment
morebees:propolismetallic, Metallic Propolis
morebees:propoliscrystal, Crystal Propolis
morebees:grainmetallic, Metallic Grains
morebees:graincrystal, Crystal Grains
morebees:hive, Rock Hive
smarthoppers:hord_icon, Smart Hoppers
smarthoppers:hopper_shell, Smart Hopper Shell
smarthoppers:mesh, Mesh
smarthoppers:generic_wrench, Generic Wrench
smarthoppers:skinny_hopper, Skinny Hopper
smarthoppers:skinny_faster_hopper, Eager Skinny Hopper
smarthoppers:fatty_hopper, Fatty Hopper
smarthoppers:hungry_hopper, Eager Fatty Hopper
smarthoppers:jabba_hopper, Jabba The Hopper
smarthoppers:filter, Filtering Hopper
smarthoppers:tfilter, T-Filtering Hopper
smarthoppers:t1filter, T1-Filtering Hopper
smarthoppers:allotter, Allotting Hopper
smarthoppers:packer, Packing Hopper
smarthoppers:packaging, Packaging Maker
smarthoppers:packaging_fatty, Large Packaging Maker
smarthoppers:unpacker, UnPacking Hopper
smarthoppers:unpacker_fatty, Large UnPacking Hopper
smarthoppers:recycler, Recycling Hopper
smarthoppers:recycler_fatty, Large Recycling Hopper
smarthoppers:disposal, Disposal Hopper
smarthoppers:light_crafter, Autocrafting Hopper
smarthoppers:crafter, Large Autocrafting Hopper
smarthoppers:block_finisher, Finishing Hopper
smarthoppers:gravel_sifter, Sifting Hopper
smarthoppers:xp_bottler, Xp-Bottling Hopper
smarthoppers:nopull_hopper, No-Pull Hopper
smarthoppers:push_hopper, Push-Up Hopper
smarthoppers:conduit, Item Conduit
smarthoppers:furnace_feeder, Furnace Feeder
smarthoppers:slot_plug, Slot Plug
smarthoppers:diamond_fragment, Diamond Fragment
smarthoppers:smartpaper, Stamp Paper
smarthoppers:named_card, Instructions
smarthoppers:stamp:0, Stamp Blank
smarthoppers:stamp:1, Filter List Stamp
smarthoppers:stamp:2, Keep List Stamp
smarthoppers:stamp:3, Recipe Items Stamp
smarthoppers:stamp:4, Options Stamp
smarthoppers:stamp:5, Hopper Controls Stamp
smarthoppers:stamp:6, Slot Assign Stamp
smarthoppers:stamp:7, Secrets Stamp
smarthoppers:template_card, Template
smarthoppers:kit_blank_paper, Template Kit Paper
smarthoppers:card_holder:0, Instructions Holder
smarthoppers:stamp_table, Slot Card Crafting Table
smarthoppers:hopper_plug:0, Hopper Plug
smarthoppers:recycler_frame_icon, Recycle Here!
smarthoppers:deluxe_crafting_table:0, Deluxe Crafting Table
smarthoppers:deluxe_crafting_table:1, Deluxe Oak Crafting Table
smarthoppers:deluxe_crafting_table:2, Deluxe Spruce Crafting Table
smarthoppers:deluxe_crafting_table:3, Deluxe Acacia Crafting Table
smarthoppers:line_crafting_table, Line Crafting Table
smarthoppers:generic_key, Key Blank
smarthoppers:player_key, Player Key
smarthoppers:pouch, Pouch
smarthoppers:large_pouch, Large Pouch
smarthoppers:toughened_plank, Toughened Wood Plank
smarthoppers:jabba_box:2, Jabba Box
smarthoppers:jabba_box:5, Jabba Box
smarthoppers:jabba_box:6, Jabba Box
smarthoppers:jabba_strongbox:0, Jabba Strong Box
smarthoppers:jabba_strongbox:1, Jabba Strong Box
smarthoppers:jabba_strongbox:2, Jabba Strong Box
smarthoppers:jabba_strongbox:3, Jabba Strong Box
smarthoppers:jabba_strongbox:4, Jabba Strong Box
smarthoppers:jabba_strongbox:5, Jabba Strong Box
smarthoppers:jabba_strongbox:6, Jabba Strong Box
smarthoppers:jabba_strongbox:7, Jabba Strong Box
smarthoppers:jabba_strongbox:8, Jabba Strong Box
smarthoppers:jabba_strongbox:9, Jabba Strong Box
smarthoppers:jabba_strongbox:10, Jabba Strong Box
smarthoppers:jabba_strongbox:12, Jabba Strong Box
smarthoppers:jabba_strongbox:14, Jabba Strong Box
smarthoppers:jabba_lockbox:0, Jabba Lock Box
smarthoppers:jabba_lockbox:1, Jabba Lock Box
smarthoppers:jabba_lockbox:2, Jabba Lock Box
smarthoppers:jabba_lockbox:3, Jabba Lock Box
smarthoppers:jabba_lockbox:4, Jabba Lock Box
smarthoppers:jabba_lockbox:5, Jabba Lock Box
smarthoppers:jabba_lockbox:6, Jabba Lock Box
smarthoppers:jabba_lockbox:7, Jabba Lock Box
smarthoppers:jabba_lockbox:8, Jabba Lock Box
smarthoppers:jabba_lockbox:9, Jabba Lock Box
smarthoppers:jabba_lockbox:10, Jabba Lock Box
smarthoppers:jabba_lockbox:12, Jabba Lock Box
smarthoppers:jabba_lockbox:14, Jabba Lock Box
smarthoppers:loot_bag, Loot Pouch
smarthoppers:loot_bag_sticky, Villager Swap Pouch
smarthoppers:enderchest_pouch, Ender Chest Pouch
smarthoppers:slot_dropbox, Slot Drop Box
smarthoppers:hoarders_pouch, Drop Box Pouch
smarthoppers:farmers_pouch, Farmer's Pouch
smarthoppers:sml_storage_jar_empty, Storage Jar
smarthoppers:big_storage_jar_empty, BIG Storage Jar
smarthoppers:xp_melon_slice, Slice o' Enchanting
smarthoppers:xp_melon_superslice, BIG Slice o' Enchanting
smarthoppers:xp_melon_drink, BIG Gulp o' Enchanting
smarthoppers:xp_fragment:0, Bit o' Xp
smarthoppers:xp_storage_jar, Jar of Stored Xp
smarthoppers:xp_storage_block, Block of Stored Xp
smarthoppers:xp_stamp, Xp Transfer Doodad
smarthoppers:cistern_block:0, Cistern Block (300)
smarthoppers:xp_fluid_block, Liquid Xp
smarthoppers:master_key, Locksmith Key
pinklysheep:mod_icon, Pinkly Sheep
pinklysheep:whiff, item.pnk_whiff.name
pinklysheep:some_dirt, Some Dirt
pinklysheep:pinkly_poop, Pinkly Poo of Rainbow Awesomeness!
pinklysheep:pinkly_egg:0, Barren Pinkly Egg
pinklysheep:pinkly_egg:1, Pinkly Egg
pinklysheep:pinkly_egg:2, Corrupt Pinkly Egg
pinklysheep:pinkly_egg:2, Corrupt Pinkly Eggnade
pinklysheep:pack_pinkly_eggs, Packed Pinkly Eggs
pinklysheep:tinyturd, Tiny Turd
pinklysheep:manure, Manure
pinklysheep:manure_ball, Ball o' Manure
pinklysheep:toxic_manure, Toxic Manure
pinklysheep:moo_shroo_poo, Moo Shroo Poo
pinklysheep:larva_slimed_poop, Sticky Lil Poops
pinklysheep:compost, Compost
pinklysheep:old_compost, Depleted Compost
pinklysheep:dungcake, Dung Cake Fuel
pinklysheep:earthworm, Earthworm
pinklysheep:earthworm_ball, Ball o' Earthworms
pinklysheep:larva, Waastis Eaticus Larva
pinklysheep:vermimeal, Vermi Meal
pinklysheep:vermimeal_packed, Packed Vermi Meal
pinklysheep:vermicake, Vermi Cake
pinklysheep:treegrow:0, Miracle Tree Grow
pinklysheep:treegrow:1, Miracle Tree Grow
pinklysheep:slimy_gunk:1, Slimy Gunk
pinklysheep:slimy_gunk:2, Slimy Gunk
pinklysheep:packed_slimy_gunk_earthworms, Lots o' Slimy Gunk
pinklysheep:packed_slimy_gunk_larvae, Lots o' Slimy Gunk
pinklysheep:squirmy_mass:1, Larvae Mass
pinklysheep:squirmy_mass:2, Earthworms Mass
pinklysheep:squirmy_boxfarm_section, Squirmies Box Farm Section
pinklysheep:squirmy_boxfarm:0, Squirmies Box Farm
pinklysheep:silverfish_dust, Silverfish Dust
pinklysheep:slime_droplet, Bit o' Slime
pinklysheep:witch_flesh, Witch's Flesh
pinklysheep:parrot_feather:0, Parrot Feather
pinklysheep:parrot_feather:1, Parrot Feather
pinklysheep:parrot_feather:2, Parrot Feather
pinklysheep:parrot_feather:3, Parrot Feather
pinklysheep:parrot_feather:4, Parrot Feather
pinklysheep:parrot_egg, Parrot Egg
pinklysheep:hacked_skull_ooze, Skull Ooze
pinklysheep:badd_potato, Toxic Potato
pinklysheep:badd_carrot, Stunted Carrot
pinklysheep:badd_wart:0, Tainted Souls Wart
pinklysheep:badd_wheat_seeds, Blighted Wheat Seeds
pinklysheep:killed_plant:0, Poisoned Grass
pinklysheep:killed_plant:1, Poisoned Sapling
pinklysheep:killed_plant:2, Poisoned Crop
pinklysheep:killed_plant:3, Poisoned Flowers
pinklysheep:blight_grub, Blight Grub
pinklysheep:rainbow_slice:0, Rainbow Slice
pinklysheep:albino_melon_block, Albino Melon
pinklysheep:albino_melon_stem, Albino Melon Plant
pinklysheep:dead_albino_melon_stem, Dead Albino Melon Plant
pinklysheep:albino_melon_seed, Albino Melon Seed
pinklysheep:moo_shroo_poo_fungi, Moo Shroo Poo Fungi
pinklysheep:pinkly_fungi, Pinkly Mushroom
pinklysheep:edible_clay, Edible Clay
pinklysheep:blight_grub_roasted, Roasted Grub
pinklysheep:sedation_curative, Sedation Curative
pinklysheep:pinkly_potato:0, Wild Potato (Poison)
pinklysheep:pinkly_potato:1, Wild Blue Potato
pinklysheep:pinkly_potato:2, Wild Gold Potato
pinklysheep:pinkly_potato:3, Wild Red Potato
pinklysheep:wild_potatoes_pile, Wild Potatoes
pinklysheep:pinkly_potato_tubers_block:0, Wild Potato Tubers (Poison)
pinklysheep:pinkly_potato_tubers_block:1, Wild Blue Potato Tubers
pinklysheep:pinkly_potato_tubers_block:2, Wild Gold Potato Tubers
pinklysheep:pinkly_potato_tubers_block:3, Wild Red Potato Tubers
pinklysheep:chuno, SunFrost Dried Potatoes
pinklysheep:chuno_block, SunFrost Dryable Potatoes
pinklysheep:spoiled_chuno_block, Rotting Molded Potatoes
pinklysheep:pinkly_potatoes_prepped, Prepped Wild Potatoes
pinklysheep:pinkly_potatoes_roasted, Roasted Wild Potatoes
pinklysheep:miners_stew:0, Miner's Stew
pinklysheep:miners_stew:1, Miner's Stew (+Veggie)
pinklysheep:miners_stew:2, Miner's Stew (+Chicken)
pinklysheep:miners_stew:3, Miner's Stew (+Meat)
pinklysheep:rainbow_mycelium_wisp, Rainbow Wisps
pinklysheep:mending_twine, Mending Twine
pinklysheep:leaf_shearing_stick, Whack a' Leaf Stick
pinklysheep:crop_flail, Harvesting Flail
pinklysheep:mending_table, Tool Mending Table
pinklysheep:albino_apple, Albino Apple
pinklysheep:stork_apple, Stork Apple
pinklysheep:stork_egg:0, Stork Egg
pinklysheep:darkened_eye:0, Darkened Eye
pinklysheep:stained_bone:0, Stained Bone
pinklysheep:stained_bone:1234, Fee-Fi-Fo-Fum
pinklysheep:stained_bone:5678, Impressible Bone
pinklysheep:fecundity_extract, Fecundity Dust
pinklysheep:rainbow_seeds, Rainbow Seeds
pinklysheep:beanstalk_sapling, Beanstalk Sapling
pinklysheep:beanstalk_stunted_sapling, Stunted Beanstalk Sapling
pinklysheep:jacks_beans, Jack's Lost Beans
pinklysheep:beanstalk_fertilizer, Beanstalk Grow!
pinklysheep:beanstalk_harvester, Hearty Harvester
pinklysheep:gold_brick_block, Gold Brick Block
pinklysheep:beanstalk_glowstone, Beanstalk Bark Lamp
pinklysheep:beanstalk_log:0, Beanstalk Wood
pinklysheep:beanstalk_log:1, Beanstalk Knot Wood
pinklysheep:beanstalk_planks:0, Beanstalk Wood Planks
pinklysheep:beanstalk_planks:1, Beanstalk Pink Planks
pinklysheep:beanstalk_planks:2, Beanstalk Parquet Planks
pinklysheep:beanstalk_planks:3, Beanstalk Dark Wood Planks
pinklysheep:beanstalk_planks:4, Beanstalk Wood Bricks
pinklysheep:beanstalk_planks:5, Beanstalk Heart Wood Planks
pinklysheep:beanstalk_planks:6, Beanstalk Golden Wood Planks
pinklysheep:beanstalk_slab:0, Beanstalk Wood Slab
pinklysheep:beanstalk_slab:1, Beanstalk Pink Slab
pinklysheep:beanstalk_slab:2, Beanstalk Parquet Slab
pinklysheep:beanstalk_slab:3, Beanstalk Dark Wood Slab
pinklysheep:beanstalk_slab:4, Beanstalk Wood Brick Slab
pinklysheep:beanstalk_slab:5, Beanstalk Heart Wood Slab
pinklysheep:beanstalk_slab:6, Beanstalk Golden Wood Slab
pinklysheep:beanstalk_stairs, Beanstalk Wood Stairs
pinklysheep:beanstalk_stairs_pinkly, Beanstalk Pink Stairs
pinklysheep:beanstalk_stairs_parquet, Beanstalk Parquet Stairs
pinklysheep:beanstalk_stairs_dark, Beanstalk Dark Wood Stairs
pinklysheep:beanstalk_stairs_brick, Beanstalk Wood Brick Stairs
pinklysheep:beanstalk_stairs_heart, Beanstalk Heart Wood Stairs
pinklysheep:beanstalk_stairs_heartgold, Beanstalk Golden Wood Stairs
pinklysheep:beanstalk_heart:0, Beanstalk Heart Wood
pinklysheep:beanstalk_heart:1, Beanstalk Heart Wood (Damaged)
pinklysheep:beanstalk_heartcore:0, Beanstalk Core
pinklysheep:beanstalk_heartcore:1, Beanstalk Young Core
pinklysheep:beanstalk_eye:0, Beanstalk Eye
pinklysheep:beanstalk_eye:1, Beanstalk Eye (Angry)
pinklysheep:beanstalk_leaves:3, Beanstalk Leaves
pinklysheep:beanstalk_leaves:1, Beanstalk Leaves
pinklysheep:beanstalk_leaves:0, Beanstalk Leaves
pinklysheep:beanstalk_leaves:2, Beanstalk Leaves
pinklysheep:stalknuts, Stalk Nuts
pinklysheep:stalknuts_roasted, Roasted Stalk Nuts
pinklysheep:beanstalk_leech, Bone Leech
pinklysheep:beanstalk_heart_mulch, Beanstalk Heart Mulch
pinklysheep:beanstalk_heartworm, Beanstalk Heartworm
pinklysheep:living_gold_crystals, Inchoate Gold
pinklysheep:obsidian_obliterator, Obsidian Obliterator
pinklysheep:vanishing_diamond_sword, Vanishing Sword
pinklysheep:mrg_golden_egg:3, Mr. G's Golden Precious
pinklysheep:mrg_golden_egg:0, Mr. G's Golden Precious
pinklysheep:mrg_golden_egg:123, Mr. G's Golden Precious
pinklysheep:bones_flour, Fine Bones Flour
pinklysheep:bones_bread_dough, Bones Bread Dough
pinklysheep:bones_bread, Bones Bread
pinklysheep:blood_stew, Hearty Blood Stew
pinklysheep:bones_grinding_stone, Bones Grinding Stone
pinklysheep:bones_grinding_slab, Bones Grinding Slab
pinklysheep:gold_stalknut_paste, Gold Stalk Nut Paste
pinklysheep:golden_grain_feed, Mr. G's Golden Grain Feed
pinklysheep:beanstalk_feedstation:0, Beanstalk Animal Feed Station
pinklysheep:golden_name_tag, Golden Name Tag
pinklysheep:eye_of_giants:1, Eye of Giants (Mr. G)
pinklysheep:eye_of_giants:2, Eye of Giants
pinklysheep:eye_of_giants:3, Eye of Giants (Dragons)
pinklysheep:eye_of_giants:3, Eye of Giants (Dragons)
pinklysheep:eye_of_giants:4, Eye of Giants (Guardians)
pinklysheep:eye_of_giants:5, Eye of Giants (Golems)
pinklysheep:eye_of_giants:6, Eye of Giants (Withers)
pinklysheep:spawner_harvester, Spawner Harvester
pinklysheep:reinforced_twine_golden, Reinforced Hide Strap
pinklysheep:pinkly_infused_stick, Pinkly Rod
pinklysheep:infused_oaken_sword, Bewitched Oaken Rod
pinklysheep:entwined_handle, Entwined Handle
pinklysheep:enhanced_diamond_sword, Enhanced Diamond Sword
pinklysheep:flaked_obsidian, Flaked Obsidian
pinklysheep:macuahuitl, Macuahuitl
pinklysheep:extreme_diamond_sword, Extreme Diamond Sword
pinklysheep:sturdy_branch, Sturd-Y Tree Branch
pinklysheep:elastic_strap, Elastic Hide Strap
pinklysheep:squishies_slingshot, Squishies Slingshot
pinklysheep:squishy_ammo_pouch, Squishy Ammo Pouch
pinklysheep:stained_bone_club, Mob Luv Cudgel
pinklysheep:stained_bone_club_shards, Seasoned Cudgel Shards
pinklysheep:stained_bone_sword, Hack Sword
pinklysheep:ragers_staff, Ragers Staff
pinklysheep:corrupted_ender_infused_gem, Corrupted Ender Diamond
pinklysheep:ender_hacksword, Corrupted Ender Sword
pinklysheep:ender_hacksword_relic, Hack Sword Relic
pinklysheep:lumi_ball, Lumiball
pinklysheep:lumi_splotch, Lumiball Splotch
pinklysheep:stone_marble:0, Small Stone
pinklysheep:stone_marble:1, Stone Marble
pinklysheep:stone_marble:2, Stone Striker
pinklysheep:snowball_surprise, Snowball Surprise
pinklysheep:ricochet_slimeball, Slimeball Ricochet
pinklysheep:nuisance_tntato, TnTato
pinklysheep:firestorm_tntato, Incendiary TnTato
pinklysheep:destroyer_tntato, Explosive TnTato
pinklysheep:silktouch_tntato, Mining TnTato
pinklysheep:rotten_egg, Rotten Egg
pinklysheep:flaming_rotten_egg, Flaming Rotten Egg
pinklysheep:wormy_egg, Wormy Egg
pinklysheep:wet_dungcake_block, Wet Dung
pinklysheep:dungcake_block, Block of Dung Cake Fuel
pinklysheep:manure_block, Block of Manure
pinklysheep:toxic_manure_block, Block of Toxic Manure
pinklysheep:pinkly_poop_block, Block of Pinkly Poo
pinklysheep:packed_poop_block:0, Lots o' Plain Caca
pinklysheep:packed_poop_block:1, Lots o' Toxic Caca
pinklysheep:packed_poop_block:2, Lots o' Pinkly Caca
pinklysheep:dried_green_waste_block, Dried-Out Green Waste
pinklysheep:green_waste_block, Green Waste
pinklysheep:raw_compost_block, Raw Compost
pinklysheep:compost_block, Compost
pinklysheep:netherwart_compost_block, Wart Compost
pinklysheep:seed_compost_block, Seed Compost
pinklysheep:dried_leaves_block:4, Dried Leaves
pinklysheep:green_leaves_block, Green Leaves
pinklysheep:immature_mycelium_block, Immature Mycelium
pinklysheep:poop_ometer, Poop o' Meter
pinklysheep:pinkly_infused_gem, Pinkly Infused Gem
pinklysheep:enhanced_diamond, Enhanced Diamond
pinklysheep:pinkly_graser_gem, Pinkly Graser Crystal
pinklysheep:mob_zap_lamp:1, Mob-Zapper!
pinklysheep:mob_zap_lamp:0, Mob-Zapper!
pinklysheep:mob_zap_lamp:2, Mob-Zapper!
pinklysheep:mob_zap_ometer, Mob-Zap o' Meter
pinklysheep:altitude_extract, Altitude Dust
pinklysheep:lift_twine, Lift Twine
pinklysheep:flight_boots, Flight (not Fight) Boots
pinklysheep:air_affinity_block, Air Grabidy Block
pinklysheep:travelers_pearl, Traveler's Pearl
pinklysheep:jumpto_pearl, Unlinked JumpTo Pearl
pinklysheep:jumpto_station_block:0, JumpTo Station
pinklysheep:lapis_fragment, Lapis Lazuli Fragment
pinklysheep:quartz_fragment, Nether Quartz Fragment
pinklysheep:dense_netherrack_dust, Dense Nether Dust
pinklysheep:dense_netherrack_fuelpod, Dense Nether Fuel Pod
pinklysheep:dense_nether_crystal:0, Nether Crystal (trace)
pinklysheep:dense_nether_crystal:1, Nether Crystal (light)
pinklysheep:dense_nether_crystal:2, Nether Crystal
pinklysheep:dense_nether_crystal:3, Nether Crystal (heavy)
pinklysheep:dense_nether_crystal:4, Nether Crystal (dense)
pinklysheep:iron_clump:2, Ancient Iron
pinklysheep:gold_quartz:2, Old Gold Quartz
pinklysheep:ancient_netherrack_ore, Ancient Netherrack Ore
pinklysheep:pigmanosaurus_poo, Pigmanosaurus Poo
pinklysheep:pigmanosaurus_poo_ore, Fossilized Pigmanosaurus Poo
pinklysheep:pigmanosaurus_poo_soulsand_ore, Fossilized Pigmanosaurus Poo
pinklysheep:pigmanosaurus_poo_overworld_ore, Fossilized Pigmanosaurus Poo
pinklysheep:bleaching_clay_crystals, Bleaching Crystals
pinklysheep:bleaching_clay_ore, Bleaching Crystals Ore
pinklysheep:bleaching_powder, Bleaching Powder
pinklysheep:powder_dye:15, White Dye
pinklysheep:powder_dye:3, Dark Brown Dye
pinklysheep:powder_dye:4, Lapis Blue Dye
pinklysheep:powder_dye:0, Ink Black Dye
pinklysheep:powder_dye:2, Green Dye
pinklysheep:powder_dye:9, Pinkly Dye
pinklysheep:powder_dye:10, Lime Green Dye
pinklysheep:powder_dye:100, Lime Yellow Dye
pinklysheep:nether_gravel_block:0, Netherrack Gravel
pinklysheep:nether_gravel_block:1, Pre Gravel
pinklysheep:predirt_block:0, Pre Dirt
pinklysheep:predirt_block:1, Very Coarse Dirt
pinklysheep:endstone_gravel, Endstone Gravel
pinklysheep:primordial_paleosoil_block, Primordial Paleosol
pinklysheep:enhanced_diamond_paxel, Enhanced Diamond Paxel
pinklysheep:poolily, Pinkly Water Lily
pinklysheep:sludge_grub, Sludge Grub
pinklysheep:fetid_wood_mulch, Fetid Mulch Ball
pinklysheep:sludge_vitaup, Sludge Renew!
pinklysheep:darkened_soul, Tainted Soul
pinklysheep:liquid_slime_block, Liquid Slime
pinklysheep:bucket_liquid_slime, Liquid Slime
pinklysheep:slurry_block, Toxic Slurry
pinklysheep:bucket_slurry, Toxic Slurry
pinklysheep:dirty_dirt_block, Dirty Dirt
pinklysheep:rotting_compost_block, Rotting Compost
